"","year","value.IS.AIR.GOOD.MT.K1","value.IS.AIR.PSGR","value.SP.DYN.LE00.FE.IN","value.SP.DYN.LE00.MA.IN","value.SM.POP.REFG","value.SL.TLF.CACT.FE.ZS","value.SL.TLF.CACT.MA.ZS","value.SL.UEM.TOTL.ZS","value.EG.ELC.ACCS.ZS","value.EN.POP.DNST","value.SP.POP.GROW","value.EN.URB.LCTY","value.EN.URB.MCTY","value.SP.URB.TOTL.IN.ZS","value.SP.RUR.TOTL.ZS","value.AG.SRF.TOTL.K2","value.NV.AGR.TOTL.ZS","value.SP.RUR.TOTL","value.SP.URB.TOTL","value.EN.URB.MCTY.TL.ZS","value.NY.ADJ.SVNX.GN.ZS","value.NE.EXP.GNFS.ZS","value.NY.GDP.MKTP.KD.ZG","value.NV.IND.TOTL.ZS","value.NY.GNS.ICTR.ZS","value.BX.KLT.DINV.CD.WD","value.SL.TLF.TOTL.IN","value.SP.POP.0014.TO.ZS","value.SP.DYN.LE00.IN","value.SP.DYN.TFRT.IN","value.NY.GDP.MKTP.CD","value.SP.POP.TOTL","value.NY.GDP.PCAP.CD","value.NY.GDP.PCAP.KD.ZG","value.NY.GNP.MKTP.CD","value.NY.ADJ.DCO2.CD","value.AG.LND.CREL.HA","value.AG.PRD.CREL.MT"
"649851",2001,4548.547,70331725,80.4,75.7,233389,53.3919982910156,69.161003112793,4.69500017166138,100,244.366854048692,0.384975969564228,7322400,15198536,78.751,21.249,243610,0.843367890062037,12562339,46557334,25.7080853610269,5.30130035495668,25.0363543338666,2.97436368031538,22.0619247919444,16.3068035989552,56090924808.7938,29262559,18.8451436404613,77.9926829268293,1.63,1640246149417.01,59119673,27744.5064592461,2.57869922054653,1652061321433.71,8331764444.70512,3013619,18958946
"665696",2002,4940.527,72381196,80.5,75.9,260687,53.9650001525879,69.0640029907227,5.03700017929077,100,245.40354234696,0.423337079636281,7366701,15294187,79.047,20.953,243610,0.905425075235112,12439896,46930583,25.7605922296837,5.89644444762659,24.1114361570333,2.32435110202924,21.7225586069556,16.3345737245885,89760582753.2235,29591473,18.6265267134333,78.1439024390244,1.63,1784473920863.31,59370479,30056.5862179301,1.89208978908792,1807501498800.96,8442451470.36961,3245214,22965900
"681541",2003,5159.695,76388660,80.7,76.3,276482,53.9220008850098,69.3320007324219,4.80700016021729,100,246.548906708552,0.465641113602993,7411269,15390471,79.339,20.661,243610,0.854172730410331,12323786,47323791,25.8023406382459,6.00476461508055,23.8566363996393,3.28637757120269,21.0584075694607,16.1037859707207,36011240472.8341,29871865,18.3943025412821,78.4463414634146,1.7,2053018775510.2,59647577,34419.1479145952,2.80655173264054,2079191836734.69,9047613308.86003,3056295,21494212
"697386",2004,5698.49,86054762,81,76.6,298826,54.3250007629395,68.9759979248047,4.5939998626709,100,247.955627660894,0.568943113421317,7456170,15487531,79.629,20.371,243610,0.804921946962719,12220136,47767769,25.8177560959997,5.26197861743009,23.7127005866098,2.37395144077968,20.2626563484753,15.3133286546551,87059621382.2839,30146839,18.1716832028753,78.7463414634146,1.75,2416931526913.22,59987905,40290.3139710116,1.79315565959783,2442074331746.61,9556347966.93303,3130046,22009971
"713231",2005,5998.434,93602879,81.2,77,303163,54.7319984436035,69.2300033569336,4.75,100,249.663977183483,0.68661130607346,7501217,15584970,79.915,20.085,243610,0.571091347400295,12131582,48269624,25.8024152696554,6.14626103563786,24.973608331889,3.17972892405965,20.2103598577357,15.881769068653,252653397148.111,30595928,17.9777223821528,79.0487804878049,1.76,2.53868e+12,60401206,42030.2866138136,2.47371181002978,2572936363636.36,10212521305.3832,2917266,20994000
"729076",2006,6215.321,97544631,81.4,77.2,301537,55.1510009765625,69.4619979858398,5.34999990463257,100,251.50589013351,0.73504867842129,7546600,15683193,80.199,19.801,243610,0.586945894802644,12048279,48798541,25.7748769779587,5.51169858770465,27.1010757849732,2.78832455947308,20.2054615732482,15.4101982000899,203636431868.244,31046499,17.8277659577337,79.2487804878049,1.82,2713749770009.2,60846820,44599.6975685697,2.03555035598562,2716417663293.47,10814808004.8599,2863222,20840385
"744921",2007,6154.451,101622807,81.6,77.4,299701,54.9729995727539,69.3239974975586,5.26200008392334,100,253.471925763651,0.778666112441256,7668093,15857905,80.479,19.521,243610,0.565613706357057,11970758,49351705,25.859863130416,5.49892778076982,25.2397534941132,2.43055321242285,19.6785306174068,15.228281499485,209514959646.908,31254090,17.7185294865873,79.4487804878049,1.86,3100882352941.18,61322463,50566.8265956828,1.63605845082763,3086258503401.36,11163167378.3877,2883382,19123516
"760766",2008,6283.831,104713553,81.7,77.6,292081,55.3030014038086,69.5179977416992,5.61499977111816,100,255.474703426611,0.787032622318939,7791713,16035203,80.757,19.243,243610,0.640090670601429,11893520,49913475,25.9439938796572,2.82573689388373,26.9894102322679,-0.281153589519334,20.0358380332228,13.5155179035859,253454117907.322,31668286,17.6406788776917,79.6,1.91,2922667279411.76,61806995,47286.9984928367,-1.06289313354608,2895588235294.12,11571475051.8076,3272480,24282470
"776611",2009,6615.125,102464509,82.1,78.1,269355,55.5270004272461,68.931999206543,7.53700017929077,100,257.414417393461,0.756390859593407,7916978,16214383,81.031,18.969,243610,0.694446688115444,11813186,50463084,26.036214114943,0.495271102655152,26.3730781880932,-4.24782174662953,18.737072416438,11.6183804547319,14547108445.0914,31852142,17.5707674350172,80.0512195121951,1.89,2410909799034.12,62276270,38713.1374283353,-4.96935024295485,2392935036610.06,10852313854.6744,3075443,21619013
"792456",2010,6082.73941307418,101515720.193399,82.4,78.5,238133,55.5,68.5820007324219,7.78700017929077,100,259.440189310958,0.783888646646516,8044433,16396214,81.302,18.698,243610,0.621688753607374,11736055,51030310,26.1226120072431,2.60478129808423,28.2750712111101,1.94952148180782,18.8664652009736,12.9120792240974,66734551294.0913,32039432,17.4954847011198,80.4024390243902,1.92,2475244321361.11,62766365,39435.8399018505,1.1534748933105,2476994995278.28,11818784929.1207,3012536,20946145
"808301",2011,6280.25098328964,111598546.141229,83,79,193494,55.5810012817383,68.3280029296875,8.03699970245361,100,261.475674781962,0.781506562236639,8173941,16579939,81.57,18.43,243610,0.640324283159736,11658599,51600211,26.2096915828799,3.22850895508495,30.7000187976267,1.54014736820638,18.6580904503237,13.8975629668265,27012050072.3452,32228976,17.5508437977312,80.9512195121951,1.91,2659310054646.23,63258810,42038.572250193,0.749697186314947,2669886193270.73,11286567836.313,3075987,21484952
"824146",2012,6243.54285285133,115419920.565667,82.8,79.1,149790,55.8559989929199,68.5400009155273,7.88500022888184,100,263.300190137643,0.695353132322269,8293332,16752463,81.837,18.163,243610,0.660039793940505,11569870,52130345,26.2989112360139,1.88351917197362,29.9751039670716,1.4789239471568,18.6262972888845,12.4082242351311,46750789727.7264,32584504,17.5525133454605,80.9048780487805,1.92,2704887678386.72,63700215,42462.771568145,0.775734728330875,2676791817711.19,12399459699.6139,3139924,19515045
"839991",2013,6031.574712,118605866,82.9,79.2,126036,56.2389984130859,68.4690017700195,7.52500009536743,100,265.069536642831,0.669740535540783,8414132,16926602,82.102,17.898,243610,0.672181106767319,11477678,52650595,26.3949132077828,1.35667580218111,29.952601103524,2.13948570108317,18.8170308325697,11.5379757631292,54473175400.2415,32898627,17.5339850484468,81.0048780487805,1.83,2786022872706.81,64128273,43444.533001954,1.45770180257972,2729205239618.35,12653625688.6999,3028452,20083467
"855836",2014,5974.825151208,124901676.052681,83.2,79.5,117226,56.5400009155273,68.3460006713867,6.1100001335144,100,267.028884388046,0.736463978721671,8536861,17103098,82.365,17.635,243610,0.666983894425456,11392615,53209683,26.474442132074,2.84496793736001,28.5020548195346,2.6074759063105,18.3594849309654,12.3929385668508,58890445252.714,33194855,17.5319027864905,81.3048780487805,1.81,3063803240208.01,64602298,47425.6076805194,1.8545845963684,3001242525181.99,12225528786.4078,3179197,24468841
"871681",2015,5423.17313862741,131512994,82.8,79.2,123051,56.6910018920898,68.302001953125,5.30100011825562,100,269.153139337825,0.792367505802859,8661381,17281743,82.626,17.374,243610,0.621473465435788,11313292,53802927,26.539844090149,3.03622379298218,27.6514218820426,2.35552430595799,18.1416206200023,12.5102310914724,45333483122.0899,33481424,17.5558417377332,80.9560975609756,1.8,2928591002002.51,65116219,44974.8318771782,1.54769709770373,2861593365609.71,12281091907.6718,3099217,24734564
"887526",2016,5512.672996428,143781714,83,79.4,118973,56.9490013122559,68.322998046875,4.81300020217896,100,271.200731616583,0.757874492811929,8787892,17462813,82.886,17.114,243610,0.604566622850955,11228768,54382825,26.615438219889,2.60634620789124,28.4392368950012,1.91815510596298,17.5811421718795,12.1871392530109,324813224213.021,33801224,17.5896993125458,81.1560975609756,1.79,2694283209613.29,65611593,41064.1334316223,1.1486629802732,2629567074529.95,11966547540.739,3127630,21964131
"903371",2017,5915.641,151159067,83.1,79.5,121821,57.2620010375977,67.9929962158203,4.33500003814697,100,273.049472988054,0.679374473924223,8916251,17646094,83.143,16.857,243610,0.653773024332579,11135542,54923317,26.7126836084165,4.19071927931626,30.3661254439058,1.89207703836381,17.5626198612036,14.045378788334,121254600398.257,34014019,17.63500937043,81.2560975609756,1.74,2666229179958.01,66058859,40361.4173832159,1.20219437283609,2634441641460.85,12225776146.1665,3181631,23000066
